record_id,flood_indicator,country_code,week,temperature_celsius,pm25_ugm3,region,gdp_per_capita_usd,month,precipitation_mm,mental_health_index,year,longitude,food_security_index,latitude,healthcare_access_index,drought_indicator,income_level,extreme_weather_events,heat_wave_days,date,country_name,population_millions,air_quality_index,temp_anomaly_celsius,health_risk_class
7816,0.0,ZAF,29.0,5.84,27.3,Africa,8769.0,7.0,66.5,68.1,2015.0,22.93,99.8,-30.55,,0.0,Upper-Middle,0.0,0.0,  20150719  ,South Africa,60.0,53.0,0.62,1
7817,0.0,US,13.0,11.79,36.4,North America,72838.0,4.0,105.0,71.2,2022.0,-95.71,100.0,37.09,,,High,0.0,0.0,03.04.2022,United States,331.0,68.0,-0.46,2
7818,0.0,DEU,26.0,-6.87,89.1,Europe,71736.0,6.0,73.8,72.5,2020.0,10.45,97.0,51.16,81.0,0.0,High,0.0,0.0,28-Jun-2020,Germany,83.0,,0.62,1
7819,0.0,FR,,-4.76,45.5,Europe,66668.0,8.0,64.7,75.4,2020.0,2.21,,46.22,88.7,,High,0.0,0.0,737639	,France,65.0,60.0,0.17,0
7820,0.0,CN,51.0,3.92,45.5,East Asia,12495.0,12.0,116.9,72.5,2018.0,,,35.86,71.5,0.0,UPPER-MIDDLE,0.0,0.0,23.12.2018,China,1411.0,83.0,-0.6,1
7821,0.0,VNM,4.0,21.83,114.2,Southeast Asia,3368.0,1.0,  90.5  ,,2015.0,108.27,,491.1488891710615,,0.0,LOWER-MIDDLE,0.0,0.0,735623,Vietnam,,177.0,0.56,3
7822,0.0,COL,32.0,17.64,75.8,South America,9044.0,8.0,38.4,,2017.0,-74.29,,4.57,,0,Upper-Middle,0.0,0.0,736554,Colombia,51.0,,,0
7823,0.0,NGA,43.0,11.29,,Africa,2848.0,10.0,16.5,,2023.0,8.67,,9.08,42.7,,Lower-Middle,0.0,0.0,not available,Nigeria,206.0,185.0,1.49,2
7824,0.0,ITA,36.0,-5.75,51.9,Europe,41929.0,9.0,38.4,72.7,2015.0,12.56,,41.87,,0.0,High,0.0,0.0,09-06-2015,Italy,60.0,83.0,,0
7825,0.0,BGD,30.0,6.17,,South Asia,1893.0,7.0,112.0,,2025.0,90.35,90.8,23.68,,0.0,Lower-Middle,0.0,0.0,07-27-2025,Bangladesh,,134.0,0.64,2
7826,0.0,IDN,,,123.9,Southeast Asia,2736.0,5.0,121.6,72.4,2020.0,396.2386759901618,,-0.78,,No,Lower-Middle,0.0,0.0,20200517,Republic of Indonesia,274.0,-45.71582250461777,-0.47,3
7827,0.0,AU,5.0,14.16,39.1,Oceania,49318.0,2.0,118.0,67.8,2022.0,133.77,,-25.27,,0.0,Developed,0.0,0.0,02-06-2022,Australia,26.0,56.0,0.44,1
7828,0.0,CAN,33.0,97.13557568527712,51.8,N. America,39122.0,,53.2,76.6,2016.0,-106.34,100.0,56.13,,0.0,High,0.0,0.0,736197,Canada,,89.0,0.26,1
7829,0.0,VNM,7.0,22.49,47.1,Southeast Asia  ,3777.0,2.0,104.7,,2021.0,372.460014493348,80.5,14.05,,0.0,Lower-Middle,0.0,0.0,737842,Vietnam,98.0,86.0,0.88,1
7830,0.0,ZAF,45.0,-3.21,55.9,africa,9001.0,11.0,61.7,,,,99.9,-30.55,72.6,0.0,Upper-Middle,0.0,0.0,11-13-2016,South Africa,60.0,75.0,-0.13,0
7831,0.0,BRA,15.0,23.1,15.0,  South America  ,13916.0,4.0,,60.7,2017.0,-51.92,96.5,-14.23,61.6,0.0,Upper-Middle,2.0,2.0,20170416,Brazil,213.0,33.0,0.72,3
7832,0.0,MEX,W14,18.88,10.1,North America,15288.0,4.0,87.4,79.2,20I5,-102.55,99.0,23.63,,0.0,Upper-Middle,0.0,0.0,20170409,Muxico,129.0,17.0,-0.04,2
7833,0.0,ZAF,W4,11.83,50.3,Africa,,1.0,83.6,71.2,2015.0,22.93,97.5,-30.55,,0.0,Upper-Middle,1.0,1.0,25/01/2015,RSA,60.0,89.0,0.27,2
7834,0.0,EGY,9.0,14.35,75.2,Africa,4099.0,3.0,94.3,73.8,2019.0,30.8,91.2,26.82,44.9,0.0,Lower-Middle,0.0,0.0,"March 03, 2019",Egypt,102.0,105.0,-0.69,1
7835,0.0,ZAF,37.0,29.444,  80.4  ,Africa,9318.0,9.0,20.0,,2018.0,22.93,95.7,-30.55,73.7,0.0,Upper-Middle,0.0,0.0,736953,  South Africa,60.0,125.0,-0.07,1
7836,0.0,BRA,46.0,,12.4,South America,14337.0,11.0,49.7,72.9,2018.0,-51.92,,-14.23,57.4,0.0,Upper-Middle,0.0,0.0,737016,Brazil,213.0,6.0,0.37,1
7837,0.0,THA,38.0,11.74,45.0,Southeast Asia,15718.0,9.0,0.0,,2018.0,100.99,98.4,15.87,63.3,0.0,Upper-Middle,0.0,0.0,2018-09-23,Thailand  ,,66.0,,1
7838,0.0,FRA,45.0,-10.54,70.6,Europe,63375.0,11.0,27.3,69.1,2017.0,2.21,,46.22,81.9,0.0,High,0.0,,11-12-2017,France,65.0,113.0,0.31,1
7839,0.0,ITA,,-0.13,40.5,Europe,45510.0,1.0,116.5,,2020.0,12.56,,,88.1,0.0,High,0.0,0.0,20200119,Italy,60.0,43.0,0.19,0
7840,0.0,THA,22.0,17.28,,Southeast Asia,,6.0,103.2,70.6,2023.0,100.99,,15.87,64.3,N,Upper-Middle  ,0.0,0.0,2023/06/04,Thailand,70.0,22.0,0.83,1
7841,0.0,PAK,20.0,9.74,44.6,South Asia,,5.0,146.7,,2023.0,69.34,91.7,30.37,49.0,0.0,Lower-Middle,0.0,0.0,21/05/2023,Pakistan,225.0,,0.68,1
7842,0.0,IDN,9.0,32.65,121.8,Southeast Asia,2777.0,3.0,99.4,70.6,2021.0,113.92,92.0,-0.78,,0.0,lower-middle,1.0,1.0,07.03.2021,Indonesia,274.0,,-0.55,3
7843,0.0,MEX,  18.0  ,,52.1,North America,14728.0,5.0,,,,-102.55,92.1,23.63,71.1,0.0,Upper-Middle,2.0,2.0,03/05/2015,  Mexico  ,129.0,83.0,-0.38,3
7844,0.0,EGY,42.0,30.866,59.8,Africa,3992.0,10.0,61.2,,2017.0,,,26.82,40.2,0.0,LM,0.0,0.0,TBD,Egypt,102.0,79.0,-0.95,1
7845,0.0,CHN,9,6.73,58.3,East Asia,11858.0,3.0,,73.0,2016.0,104.19,,35.86,,0.0,Upper-Middle,0.0,0.0,2016/03/06,China,1411.0,79.0,0.57,0
7846,0.0,AUS,14.0,21.63,33.5,Oceania,45148.0,4.0,100.1,70.9,2017.0,,99.1,-25.27,75.4,0.0,High,1.0,1.0,09-Apr-2017,Australia,26.0,50.0,-0.16,3
7847,0.0,ZAF,42.0,-0.14,51.7,Africa,10026.0,10.0,33.9,76.0,2022.0,22.93,,-30.55,68.4,0.0,Upper Middle,0.0,0.0,2022-10-23,South Africa,60.0,80.0,-0.54,1
7848,No,ESP,41.0,,41.5,,,10.0,56.7,,2019.0,-3.74,88.1,40.46,77.9,0.0,High,0.0,0.0,20191013,Spain,47.0,61.0,0.07,0
7849,0.0,BGD,8.0,,81.1,South Asia,1661.0,2.0,194.4,76.0,2018.0,90.35,,23.68,40.8,0.0,Lower-Middle,0.0,0.0,02-25-2018,Bangladesh,165.0,114.0,0.24,2
7850,0.0,IDN,9.0,27.68,112.2,SEA,2728.0,3.0,,,,113.92,80.6,-0.78,,0.0,Lower-Middle,0.0,0.0,01/03/2020,Indonesia,274.0,166.0,0.75,3
7851,0.0,EGY,34.0,1.32,115.1,,4508.0,8.0,58.4,66.0,2024.0,30.8,93.4,26.82,,0.0,Lower-Middle,0.0,,2024/08/25,Egypt,102.0,193.0,0.39,1
7852,0.0,JPN,18.0,8.07,92.4,East jsia,65786.0,5.0,132.3,,2016.0,138.25,97.1,36.2,,0.0,,0.0,0.0,08-May-2016,Nippon,126.0,152.0,0.28,2
7853,,THA,21.0,21.79,  40.6,Southeast Asia,17375.0,5.0,,75.3,2024.0,100.99,96.9,15.87,,0.0,Developing,,0.0,2024/05/26,Thailand,70.0,,-0.22,3
7854,0.0,ZAF  ,20.0,error,7.1,Africa,9607.0,5.0,138.3,68.7,2020.0,22.93,,-30.55,,0.0,Upper-Middle,0.0,,17-May-2020,Republic of South Africa,60.0,,0.53,1
7855,0.0,IDN,30.0,,126.6,Southeast Asia,2991.0,7.0,82.0,,1850,113.92,,-0.78,,0.0,Lower-Middle,0.0,0.0,27-Jul-2025,Indonesia,274.0,193.0,0.34,3
7856,0.0,IDN,9.0,36.38,93.2,Southeast Asia,2530.0,3.0,123.2,65.0,  2016.0  ,113.92,,-0.78,43.5,,Lower-Middle,0.0,0.0,736029,Indonesia,274.0,133.0,1.14,3
7857,0.0,BGD,40.0,40.928,132.8,South Asia,1901.0,10.0,73.8,,2025.0,90.35,89.6,23.68,41.8,No,Lower-Middle,0.0,0.0,2025-10-05,Bangladesh,165.0,214.0,0.27,2
7858,No,EGY  ,15.0,15.9,80.2,Africa,4483.0,4.0,,71.0,2024.0,30.8,86.4,,41.7,0,Lower-Middle  ,0.0,0.0,04-14-2024,Egypt,102.0,,0.82,1
7859,0.0,BGD,5.0,56.894,149.5,South Asia,1724.0,2.0,92.9,68.5,2020.0,90.35,84.4,,37.1,0.0,Lower-Middle,0.0,0.0,02-02-2020,Bangladesh,165.0,243.0,-0.67,2
7860,0.0,BGD,10.0,22.05,116.9,S. Asia,1664.0,3.0,106.8,,2018.0,90.35,89.1,23.68,,0.0,Lower-Middle,0.0,0.0,  11.03.2018,Bangladesh,165.0,170.0,0.57,3
7861,0.0,MEX,16.0,18.45,40.4,North America,15872.0,4.0,114.5,81.5,,-102.55,100.0,23.63,58.4,0.0,,1.0,1.0,2019-04-21,México,129.0,56.0,0.18,3
7862,no,EGY,23.0,10.39,,Afrcia,4269.0,6.0,64.5,,2021.0,30.8,88.4,26.82,38.8,0.0,Lower-Middle,0.0,0.0,13-Jun-2021,Egypt,102.0,158.0,-0.14,2
7863,0.0,THA,8.0,23.92,31.7,Southeast Asia,15839.0,2.0,160.7,73.1,2050,100.99,96.3,15.87,61.7,N,Upper-Middle,0.0,0.0,24-Feb-2019,Thailand,,62.0,0.13,2
7864,,COL,31.0,15.6,0.0,South America,9044.0,8.0,76.8,70.4,2017.0,246.9271520781136,,4.57,,,Upper-Middle,0.0,0.0,"August 06, 2017",Colombia,51.0,10.0,0.31,0
7865,0.0,FRA,49.0,-2.8,90.9,europe,62277.0,12.0,12.5,63.3,2016.0,2.21,,46.22,,0.0,High,0.0,0.0,12-11-2016,France,65.0,153.0,1.4,0
7866,,GBR,45.0,-55.861801480084445,52.9,Europe,58680.0,11.0,20.4,,2015.0,-3.43,,55.37,,1.0,Rich,1.0,0.0,735910,United Kingdom,67.0,78.0,0.14,0
7867,0.0,MEX,18.0,16.33,56.7,North America,17357.0,5.0,165.5,62.8,  2024.0,-102.55,,23.63,63.2,No,upper-middle,1.0,1.0,2024-05-05,Mexico,129.0,63.0,1.39,3
7868,0.0,ARG,26.0,2.45,59.2,South America,13401.0,7.0,33.4,70.1,2016.0,-63.61,90.1,-38.41,60.6,0.0,Upper-Middle,0.0,0.0,N/A,Argentina,45.0,95.0,0.21,2
7869,0.0,PAK,44.0,2.41,88.6,S. Asia,4292.0,11.0,37.6,74.3,2021.0,69.34,,30.37,,0.0,Lower Middle,0.0,0.0,20211107,Pakistan,,,0.26,0
7870,0.0,IDN,33.0,18.69,110.9,Southeast Asia,,8.0,22.3,72.0,,,,-0.78,44.4,0.0,Lower-Middle  ,0.0,0.0,2025/08/17,Indonesia,274.0,,-0.86,1
7871,0.0,INDIA,,51.962,114.0,South Asia,2910.0,12.0,65.6,,2023.0,78.96,88.6,20.59,47.8,0.0,Lower-Middle,0.0,0.0,10/12/2023,  Bharat,1380.0,-21.979441943839078,0.25,2
7872,0.0,EGY,5.0,15.19,107.0,Africa,4168.0,,110.5,73.4,,30.8,,26.82,44.2,0.0,Lower-Middle,1.0,1.0,2020-02-02,Egypt,102.0,122.0,,3
7873,0.0,BRAZIL,7.0,18.76,18.4,south america,,2.0,123.6,,2025.0,-51.92,85.1,-14.23,,0.0,Upper-Middle,0.0,0.0,16.02.2025,Brazil,213.0,22.0,0.53,1
7874,0.0,JPN,25.0,6.98,55.4,East Asia,73570.0,6.0,102.0,,2022.0,138.25,100.0,36.2,84.3,0.0,High,0.0,0.0,738332,Japan,,72.0,0.0,1
7875,0.0,CAN,40.0,-17.52,36.5,N. America,43792.0,10.0,51.0,70.6,2022.0,-106.34,,56.13,90.4,0.0,High,0.0,0.0,  09-Oct-2022,canada,38.0,44.0,0.15,0
7876,0.0,ITA,39.0,-7.79,16.6,Europe,-86.92239755632974,9.0,44.6,75.5,2018.0,12.56,100.0,41.87,86.2,no,H,0.0,0.0,736967,Italy,60.0,23.0,0.27,0
7877,0.0,COL,23.0,25.85,73.7,South America,9702.0,6.0,109.4,69.9,2021.0,-74.29,95.1,4.57,,0.0,Upper-Middle,0.0,0.0,  2021/06/13  ,Colombia,51.0,112.0,0.29,2
7878,0.0,VNM,37.0,,90.0,ASEAN,3884.0,9.0,51.9,,2022.0,108.27,88.9,14.05,,0.0,Lower-Middle,0.0,0.0,18.09.2022,Vietnam,98.0,139.0,-0.42,2
7879,0.0,PAK,10.0,12.59,158.6,South Asia,4393.0,3.0,145.5,70.2,2023.0,69.34,100.0,,59.6,,Lower-Middle,1.0,1.0,738591,Pakistan,225.0,245.0,0.09,3
7880,0.0,BRA,11.0,22.57,37.1,South America,13628.0,3.0,68.6,69.3,,-51.92,96.5,-14.23,60.1,0.0,Upper-Middle,1.0,1.0,03-20-2016,Brazil,213.0,,-0.09,2
7881,0.0,JPN,,,-30.41903523218035,East Asia,74103.0,11.0,64.2,71.8,,,,36.2,84.9,0,HIGH,0.0,0.0,11-06-2022,Japan,126.0,107.0,0.09,0
7882,0.0,ESP,34.0,-7.99,53.0,Europe,55311.0,8.0,81.6,70.2,2017.0,-3.74,,40.46,,0.0,High,0.0,0.0,31/02/2020,Spain,47.0,68.0,0.06,0
7883,0.0,CAN,19.0,-3.33,36.7,N. America,41962.0,5.0,188.1,66.7,2020.0,-106.34,100.0,56.13,85.0,0.0,high,0.0,0.0,737555,CANADA,,59.0,0.29,1
7884,0.0,GBR,60,-0.68,0.0,European Union,66075.0,4.0,,71.9,2022.0,-3.43,,,97.8,0.0,Developed,2.0,2.0,738255,England,67.0,17.0,-0.85,0
7885,0.0,PHL,48.0,13.52,74.7,Southeast Asia,3102.0,12.0,92.0,75.0,,121.77,89.5,12.87,37.4,0.0,lower-middle,0.0,0.0,737030,Philippines,110.0,112.0,0.64,1
7886,0.0,USA,6.0,9.63,18.3,North America,66274.0,2.0,,80.6,2017.0,-95.71,,37.09,82.9,False,High,1.0,1.0,  02-12-2017,UnitedeStates,331.0,,-0.14,2
7887,No,ARG,40.0,  -7.38,80.5,South America,15025.0,10.0,16.1,,  2022.0,-63.61,90.6,-38.41,68.4,0.0,Upper-Middle,0.0,0.0,2022/10/09,Argentina,45.0,127.0,-0.12,1
7888,0.0,ESP,25.0,37.22,42.1,EU,58287.0,6.0,74.4,69.3,2020.0,-3.74,,40.46,78.7,No,High,0.0,0.0,21/06/2020,Spain,47.0,44.0,-0.48,1
7889,0.0,THA,31.0,9.94,33.6,Southeast Asia,15401.0,8.0,92.5,64.4,2017.0,100.99,95.4,15.87,59.7,0.0,Upper-Middle,0.0,,06.08.2017,Thailand,-45.13263403582009,60.0,0.16,1
7890,0.0,PAK,12.0,13.9,102.3,South Asia,4317.0,3.0,116.4,64.5,2022.0,69.34,,30.37,56.2,0.0,Lower-Middle,1.0,1.0,27.03.2022,Pakistan,225.0,157.0,0.14,3
7891,0.0,PHL,  25.0,17.12,109.0,Southeast Asia,3476.0,6.0,0.0,67.6,2025.0,121.77,88.4,12.87,42.4,0.0,Lower-Middle,0.0,0.0,"June 22, 2025",Philippines,110.0,,0.72,2
7892,0.0,KEN	,39.0,16.16,97.6,Africa,2198.0,10.0,51.0,67.0,2016.0,37.9,,-0.02,49.4,0.0,Lower-Middle,0.0,0.0,02.10.2016,Kenya,54.0,156.0,0.07,1
7893,0.0,GER,45.0,-10.9	,66.4,Western Europe,67105.0,11.0,10.7,60.1,2016.0,,,51.16,88.6,0.0,HIGH,0.0,0.0,2016/11/13,Germany,,112.0,0.6,1
7894,0.0,AUS,41.0,2.18,22.2,Oceania,51619.0,10.0,68.7,67.7,2024.0,133.77,,-25.27,75.4,0.0,H,0.0,0.0,20241013,Australia,26.0,53.0,0.36,1
7895,0.0,VNM,45.0,13.45,121.6,Southeast Asia,3895.0,11.0,75.8,68.6,2022.0,108.27,,14.05,,0.0,Lower-Middle,0.0,0.0,2022-11-13,Vietnam,98.0,202.0,-0.15,0
7896,0.0,VNM,30.0,9.2,114.8,Southeast Asia,3940.0,,0.0,80.1,2023.0,108.27,83.8,14.05,43.7,0.0,  Lower-Middle  ,0.0,0.0,738731,Vietnam,98.0,174.0,0.37,2
7897,0.0,MEX,18.0,,32.0,,15312.0,5.0,,70.6,2017.0,-102.55,94.1,23.63,68.7,0.0,Upper-Middle,1.0,1.0,07-May-2017,México,129.0,,-0.06,3
7898,,ARG,46.0,-1.79,69.0,South  America,14267.0,11.0,28.1,,2019.0,-63.61,85.6,-38.41,,,Upper-Middle,0.0,0.0,17/11/2019,Argentina,45.0,102.0,0.68,1
7899,0.0,ESP,41.0,,,Europe,53386.0,10.0,66.7,70.0,2015.0,-3.74,96.6,40.46,,,High,0.0,0.0,10-11-2015,Spain,47.0,-61.108906143858846,-0.49,0
7900,0.0,CHN,22.0	,40.784,34.9,E. Asia,13305.0,6.0,73.1,71.0,2022.0,,100.0,35.86,76.8,0.0,Upper Middle,,0.0,2022-06-05,China,1411.0,67.0,-0.36,0
7901,,ARG,45.0,28.04,59.8,Latin America,14787.0,11.0,54.5,79.8,2021.0,,91.5,-38.41,,0.0,Upper-Middle,0.0,0.0,14-Nov-2021,Argentina,45.0,59.0,0.09,2
7902,0.0,ARG,31.0,-0.64,18.2,South America,,8.0,,67.9,2015.0,-63.61,,-38.41,,0.0,Upper-Middle,,0.0,31/02/2020,Argentina,,2.0,-0.35,0
7903,0.0,VNM,6.0,,88.5,Southeast Asia,3845.0,2.0,89.4,69.0,2022.0,,80.2,,40.8,0.0,Lower-Middle,,0.0,13/02/2022,Vietnam,98.0,,0.45,2
7904,0.0,PHL,11.0,24.23,80.1,,2887.0,3.0,136.3,63.0,2015.0,121.77,91.3,12.87,,0.0,Lower-Middle	,0.0,0.0,20150315,Philippines,,85.0,-0.93,3
7905,0.0,NGA,8.0,,131.7,Africapn Continent,2429.0,2.0,121.8,77.7,,8.67,92.4,9.08,,0.0,Lower-Middle,0.0,0.0,22/02/2015,Nigeria,206.0,166.0,0.66,3
7906,0.0,GBR,55,-0.11,88.2,Europe,69437.0,3.0,143.1,72.9,2025.0,-3.43,99.1,55.37,92.2,0.0,High,0.0,0.0,"March 09, 2025",Britain,67.0,137.0,0.4,3
7907,0.0,GBR,,-10.83,56.8,Europe,64155.0,8.0,71.8,,2020.0,-3.43,100.0,55.37,90.1,0.0,High,0.0,0.0,20200802,United Kingdom,67.0,80.0,-0.13,1
7908,,PHL,30.0,,90.4,Southeast Asia,3021.0,,,66.2,  2017.0  ,121.77,,12.87,35.5,0.0,Lower Middle,0.0,0.0,2017-07-30,Philippines,110.0,96.0,-0.65,1
7909,0.0,THA,31.0,13.19,0.0,Southeast Asia,17740.0,8.0,77.7,68.2,2025.0,100.99,91.5,15.87,,0.0,Upper-Middle,0.0,0.0,20250803,Thailand,,17.0,0.55,0
7910,FALSE,IND,16.0,67.766,  120.6  ,South Asia,2778.0,4.0,81.1,,2021.0,78.96,91.4,20.59,45.3,0.0,Lower-Middle,0.0,0.0,"April 25, 2021",India,1380.0,183.0,0.9,3
7911,0.0,CHN,49.0,1.4,43.6,Far East,13189.0,12.0,,60.9,2021.0,104.19,,35.86,68.2,0.0,Upper-Middle,0.0,0.0,738136,China,1411.0,,0.03,0
7912,,THA,20.0,19.68,4.4,Southeast Asia,14743.0,5.0,121.9,70.2,2015.0,100.99,90.5,,61.3,0.0,Upper-Middle,0.0,0.0,20150517,Thailand,70.0,-2.0,-0.22,1
7913,0.0,BRA,,17.39,3.3,South America,14115.0,1.0,140.7,,2018.0	,-51.92,,-14.23,69.4,0.0,upper-middle,0.0,0.0,2018-01-14,Brazil,213.0,0.0,-0.34,0
7914,0.0,ESP,25.0,6.71,6.6,Europe,56186.0,6.0,95.0,68.0,,,93.4,40.46,76.8,0.0,high	,1.0,1.0,24/06/2018,Spani,47.0,-11.0,,1
7915,0.0,ZAF,46.0,3.78,31.2,Africa,,11.0,0.8346456692913387,64.2,,22.93,,-30.55,73.2,1.0,upper-middle,1.0,0.0,20171119,South Africa,60.0,37.0,-0.01,0
7916,0.0,US,11.0  ,12.71,101.4,North America,71462.0,3.0,48.1,,2021.0,-95.71,,37.09,85.9,0.0,High,0.0,0.0,03-21-2021,United States,331.0,165.0,0.45,2
7917,no,CHN,35.0,-5.65,41.5,east asia,11974.0,9.0,22.1,,2016.0,104.19,82.7,35.86,78.4,0.0,Upper-Middle,0.0,0.0,2016-09-04,PRC,1411.0,72.0,0.64,0
7918,0.0,EGY,39.0,1.78,115.8,Africa,4445.0,10.0,14.2,74.7,2023.0,30.8,90.5,26.82,38.1,0.0,Lower-Middle	,0.0,,01-Oct-2023,Egypt,102.0,202.0,-0.23,2
7919,0.0,DEU,9.0,2.11,35.9,Europe,67536.0,3.0,109.8,,,10.45,100.0,51.16,80.8,0.0,High,0.0,0.0,"March 05, 2017",Germany,83.0,46.0,-0.55,1
7920,0.0,EGY,19.0,15.16,67.8,,4338.0,5.0,149.1,71.1,2022.0,30.8,91.3,26.82,41.7,0.0,LM,0.0,0.0,"May 15, 2022",Egypt,102.0,,-0.64,2
7921,0.0,fra,21.0,-0.57,38.1,Europe,63973.0,5.0,91.7,68.6,2018.0,2.21,97.6,,90.2,0,High,0.0,0.0,736841,France,65.0,51.0,0.44,2
7922,,ESP,50.0,,21.3,Europe,57762.0,12.0,51.7,,2019.0,-3.74,99.4,40.46,,no,High,0.0,0.0,15/12/2019,Spain,,38.0,-0.89,0
7923,0.0,THA,26.0,15.99,50.3,SEA,16229.0,6.0,,72.9,2020.0,100.99,100.0,15.87,65.7,0.0,Upper-Middle,0.0,0.0,20200628,Thailand,70.0,70.0,,1
7924,0.0,PHL,49,13.38,,SE Asia,3160.0,12.0,67.9,64.9,,121.77,78.8,12.87,37.3,0.0,Lower-Middle,0.0,0.0,2019/12/08,Philippines,,171.0,,1
7925,0.0,VNM,25.0,18.37,117.6,Southeast Asia,4069.0,6.0,35.9,73.2,2025.0,108.27,88.4,14.05,37.8,0.0,Lower-Middle,0.0,0.0,22.06.2025,Vietnam,98.0,,0.13,2
7926,0.0,COL,22.0,25.65,53.2,South America,9187.0,6.0,3.0905511811023625,62.3,2018.0,-74.29,94.1,4.57,,0.0,Developing	,0.0,0.0,2018-06-03,Colombia,51.0,,0.16,3
7927,0.0,CHN,2.0,4.24,30.7,East Asia,11588.0,1.0,108.5,69.4,2015.0,104.19,96.9,35.86,74.3,0.0,Upper-Middle,0.0,0.0,735609,china,1411.0,56.0,0.24,1
7928,0.0,IND,11.0,,85.5,South Asia,2626.0,3.0,122.3,71.3,2018.0,78.96,87.0,20.59,,0.0,Lower-Middle,0.0,0.0,2018-03-18,India,1380.0,141.0,0.23,2
7929,0.0,DEU,46.0,-4.89,10.5,Europe,67105.0,11.0,,,2016.0,10.45,100.0,51.16,80.7,0.0,High	,,0.0,2016/11/20,Deutschland,83.0,30.0,-0.13,1
7930,0.0,PHL,12.0,25.68,78.2,Southeast Asia,3059.0,,90.9,74.1,2018.0,121.77,,12.87,38.9,0.0,lower-middle,0.0,0.0,25.03.2018,Philippines,,108.0,-0.25,2
7931,0.0,DEU,4.0,-5.31,81.3,EU,71198.0,1.0,109.2,,2020.0,10.45,100.0,51.16,88.9,0.0,High,0.0,0.0,01-26-2020,Germany,83.0,121.0,0.01,1
7932,0.0,IDN,41.0,18.16,134.9,Southeast Asia,2510.0,10.0,31.5,66.8,2015.0,113.92,,-0.78,43.2,0.0,,0.0,0.0,11.10.2015,Indonesia,274.0,219.0,-0.38,1
7933,0.0,IDN,8.0,31.73,51.2,Southeast Asia,,2.0,6.0748031496063,,2025.0,113.92,,-0.78,47.5,0.0,Lower-Middle,0.0,0.0,2025-02-23,Indonesia,274.0,,-0.64,3
7934,0.0,FRA,24.0,2.57,38.6,EUROPE,61678.0,6.0,95.1,70.1,2016.0,2.21,97.4,46.22,85.0,0.0,High,0.0,0.0,20160619,France,,38.0,0.12,0
7935,0.0,GBR,43.0,-16.31,62.5,europe,65499.0,10.0,77.5,,2021.0,-3.43,100.0,55.37,,0.0,High,0.0,0.0,2021/10/31,England,67.0,92.0,,0
7936,0.0,ARG,8.0,8.78,32.6,SOUTH AMERICA,13553.0,2.0,152.9,,2017.0,-63.61,,-38.41,,0.0,Upper-Middle,,0.0,26.02.2017,Argentina,45.0,35.0,-0.32,0
7937,0.0,NGA,18.0,,65.4,Africa,2925.0,5.0,132.5,72.9,2025.0,8.67,81.0,,,0.0,Lower-Middle,0.0,0.0,04-May-2025  ,Nigeria,206.0,90.0,-0.56,3
7938,0.0,COL,20.0,,,South America,9688.0,5.0,97.8,63.0,2021.0,-74.29,,4.57,,0.0,Upper-Middle,0.0,0.0,N/A,Colombia,51.0,60.0,0.99,2
7939,0.0,PAK,9.0,11.72  ,133.3,South Asia,4167.0,3.0,92.6,,2020.0,69.34,,293.19992757771274,52.1,,Lower-Middle,0.0,0.0,01/03/2020,Pakistan,225.0,200.0,,2
7940,0.0,IND,26.0,11.89,125.5,South Asia,2688.0,6.0,142.9,,2019.0,78.96,99.7,20.59,49.4,0.0,Lower-Middle,0.0,0.0,30/06/2019,India,1380.0,187.0,1.04,2
7941,0.0,MEX,29.0,8.5,,North America,14777.0,7.0,116.8,69.4,2015.0,-102.55,94.6,23.63,,no,Upper-Middle	,0.0,0.0,20150719,Mexico,,-30.0,-0.23,1
7942,0.0,IND,14.0,,128.9,south asia,2631.0,4.0,152.7,68.8,2018.0,78.96,94.0,20.59,,0.0,Lower-Middle,0.0,0.0,04-08-2018,india,1380.0,206.0,-0.29,2
7943,0.0,  BGD,11.0,19.85,112.3,South Asia,1726.0,3.0,118.9,,2020.0,90.35,85.4,23.68,39.7,0.0,,0.0,0.0,15-Mar-2020,Bangladesh,165.0,156.0,-0.42,3
7944,No,BRA,31.0	,11.49,59.7,South America,16132.0,8.0,52.9,70.6,2025.0,-51.92,,-14.23,62.3,0.0,Upper Middle,0.0,0.0,08-03-2025,Brazil,213.0,82.0,-0.62,1
7945,0.0,USA,22.0,7.73,25.1,North  America,67968.0,6.0,132.6,,2018.0,-95.71,100.0,37.09,,0.0,high,0.0,0.0,06-03-2018,United States,331.0,46.0,0.04,1
7946,0.0,CAN,7.0,0.32,78.0,  NORTH AMERICA  ,40258.0,2.0,146.3,72.7,2018.0,-106.34,99.6,56.13,84.8,0.0,High,0.0,0.0,18-Feb-2018,Canada,38.0,116.0,-0.28,2
7947,0.0,  ESP,44,-8.47,41.3,Europe,62925.0,11.0,,71.4,2024.0,-3.74,97.4,40.46,81.0,0.0,High,0.0,0.0,03/11/2024,Spain,47.0,65.0,0.55,0
7948,0.0,  CHN  ,47.0,1.28,63.9,East Asia,11781.0,11.0,118.6,,2015.0,104.19,,35.86,74.0,0.0,Upper-Middle,0.0,0.0,11-22-2015,Peoples Requblic of China,1411.0,105.0,-0.48,0
